board: 240
0.7528,0.7504,0.7544,0.7552,0.75,0.7544,0.7244,0.7524,0.7548,0.7492,0.7552,0.7504,0.752,0.7488,0.7252,0.7488,0.7468,0.7452,0.75,0.742,0.7556,0.75,0.7552,0.7492,0.7436,0.7552,0.7536,0.7508,0.7492,0.7468,
77.2,75.6,76.5999,74.7999,76,72.5999,75.6001,75.6001,76.1999,76.8,75.7999,76.6,76.0001,77.2001,74.8,76.2001,77.2,77.8001,75,75.0001,75.4001,75,75.7999,76.8,76.4,75.7999,76.4,76.2,76.8,77.2,
